text	gold	text2	sys	cf_sents
Dorval continuant toujours de se taire, Constance ajoute :	3	Dorval continuant toujours de se taire, Constance ajoute :	6	0
Il s'appuie sur le guéridon.	0	Il s'appuie sur le guéridon.	0	0
Elle entre dans son cabinet.	5	Elle entre dans son cabinet.	4	0
Ces vents forment de nouveaux tourbillons, tandis que le serpent Python l'élève en l'air, par un rond qu'il fait en volant.	9	Ces vents forment de nouveaux tourbillons, tandis que le serpent Python l'élève en l'air, par un rond qu'il fait en volant.	9	0
Mais le Duc Dessau impatient de la perte de son Frère, se résout de s'opposer à ses desseins.	9	Mais le Duc Dessau impatient de la perte de son Frère, se résout de s'opposer à ses desseins.	9	0
À Thibaut.	12	À Thibaut.	12	0
Élevant aussi sa voix.	3	Élevant aussi sa voix.	3	0
Reprenant son ton de voix familier et indifférent.	3	Reprenant son ton de voix familier et indifférent.	3	0
AIR. Chantez mon Petit.	8	AIR. Chantez mon Petit.	8	0
À Francis.	12	À Francis.	12	0
À l'Amour.	12	À l'Amour.	3	0
À Clairville.	12	À Clairville.	11	0
À Célie.	12	À Célie.	12	0
Air. Hélas, ce fut sa faute.	8	Air. Hélas, ce fut sa faute.	2	0
Ils arrivent tous quatre, don Carlos en tête. Ils sont enveloppés de longs manteaux dont leurs épées soulèvent le bord inférieur.	4	Ils arrivent tous quatre, don Carlos en tête. Ils sont enveloppés de longs manteaux dont leurs épées soulèvent le bord inférieur.	4	0
Thibaut s'en va.	5	Thibaut s'en va.	5	0
Elle avale le poison.	0	Elle avale le poison.	0	0
AIR : Ne m'entendez vous pas.	8	AIR : Ne m'entendez vous pas.	2	0
On le lui présente.	10	On le lui présente.	6	0
Voyant qu'elles s'expliquaient à moi sans aucun scrupule, je leur dis qu'encore qu'elles m'eussent commandé de les écouter sans interrompre leurs discours, que je ne pouvais m'empêcher de leur confesser qu'elles avaient assez bien défendu leur opinion, touchant l'amour qu'elles pouvaient avoir pour un seul objet ; mais qu'il fallait traiter de cet amour qu'on feint d'avoir pour plusieurs, toutefois en ressentir que pour soi-même.	9	Voyant qu'elles s'expliquaient à moi sans aucun scrupule, je leur dis qu'encore qu'elles m'eussent commandé de les écouter sans interrompre leurs discours, que je ne pouvais m'empêcher de leur confesser qu'elles avaient assez bien défendu leur opinion, touchant l'amour qu'elles pouvaient avoir pour un seul objet ; mais qu'il fallait traiter de cet amour qu'on feint d'avoir pour plusieurs, toutefois en ressentir que pour soi-même.	9	0
Avançant en scène.	11	Avançant en scène.	4	0
Don Cosme lit.	0	Don Cosme lit.	0	0
Air 85 : Y-avance, y-avance.	8	Air 85 : Y-avance, y-avance.	7	0
Il remet une lettre à Arétaphile.	10	Il remet une lettre à Arétaphile.	3	0
Les yeux du mort ayant rencontré ceux de l'avocat Général, s'immobilisent.	0	Les yeux du mort ayant rencontré ceux de l'avocat Général, s'immobilisent.	6	0
À Darie.	12	À Darie.	12	0
À l'Ethérée.	12	À l'Ethérée.	11	0
Sort la bonne.	5	Sort la bonne.	0	0
AIR : Dans ma cabane obscure.	8	AIR : Dans ma cabane obscure.	11	0
À Sganarelle	12	À Sganarelle	2	0
Nota. Pendant ce monologue, la toilette va toujours.	10	Nota. Pendant ce monologue, la toilette va toujours.	9	0
Désignant du pied une dalle.	0	Désignant du pied une dalle.	0	0
Puis, étant seul.	2	Puis, étant seul.	2	0
À un serviteur.	12	À un serviteur.	6	0
Il fond en larmes.	3	Il fond en larmes.	0	0
À Madame Léger qui entre.	12	À Madame Léger qui entre.	4	0
Se remettant.	3	Se remettant.	0	0
Il va aux fontaines et boit.	0	Il va aux fontaines et boit.	0	0
AIR : Belle Raimonde.	8	AIR : Belle Raimonde.	4	0
AIR : Du Coucou.	8	AIR : Du Coucou.	8	0
Au Prince de Thrace.	12	Au Prince de Thrace.	12	0
Il se lève ainsi que sa soeur.	0	Il se lève ainsi que sa soeur.	0	0
Il prend le papier.	10	Il prend le papier.	0	0
On bat la marche dans l'éloignement.	9	On bat la marche dans l'éloignement.	7	0
LETTRE D'AXALA A DORANTE.	8	LETTRE D'AXALA A DORANTE.	10	0
Elle montre le banc de pierre.	0	Elle montre le banc de pierre.	0	0
En montrant Mélise.	0	En montrant Mélise.	6	0
AIR : J'aime bien mieux, etc.	8	AIR : J'aime bien mieux, etc.	8	0
À Marcia.	12	À Marcia.	12	0
ARIETTE légère.	8	ARIETTE légère.	8	0
Elle se retire.	7	Elle se retire.	5	0
Elles entrent par le fond.	4	Elles entrent par le fond.	4	0
Elle entre par le côté opposé à celui où est sortie Julie. Elle est coiffée en cheveux avec des rubans et porte une toilette élégante.	4	Elle entre par le côté opposé à celui où est sortie Julie. Elle est coiffée en cheveux avec des rubans et porte une toilette élégante.	4	0
Le Temple s'ouvre.	11	Le Temple s'ouvre.	11	0
Ils paraissent tous les deux.	5	Ils paraissent tous les deux.	4	0
Le théâtre représente un lieu champêtre.	11	Le théâtre représente un lieu champêtre.	11	0
À Tronquoy.	12	À Tronquoy.	4	0
Tous les deux prennent place devant la table.	11	Tous les deux prennent place devant la table.	6	0
Il sort par la petite porte à droite.	5	Il sort par la petite porte à droite.	5	0
Tout le monde sort. Aglaé reste un peu derrière avec le Chevalier. Elle lui dit :	5	Tout le monde sort. Aglaé reste un peu derrière avec le Chevalier. Elle lui dit :	6	0
Il les met en termes de combattre.	1	Il les met en termes de combattre.	1	0
Air. Dans le fond d'une écurie.	8	Air. Dans le fond d'une écurie.	11	0
Il s'approche de Cécile.	7	Il s'approche de Cécile.	6	0
Le Théâtre représente le Perron enflammé qui défendait la Gloire de Niquée.	11	Le Théâtre représente le Perron enflammé qui défendait la Gloire de Niquée.	11	0
Elle tombe sur Barsine.	0	Elle tombe sur Barsine.	6	0
L'exempt rentre, Cléarque continue.	4	L'exempt rentre, Cléarque continue.	4	0
Les Soldats voyant ainsi expirer leur Chef, cherchent à le venger, en fonçant de tous côtés sur le généreux Dunois, mais secondé de son écuyer, il se défend avec tant de courage et d'adresse, qu'il les repousse sans en être atteint.	1	Les Soldats voyant ainsi expirer leur Chef, cherchent à le venger, en fonçant de tous côtés sur le généreux Dunois, mais secondé de son écuyer, il se défend avec tant de courage et d'adresse, qu'il les repousse sans en être atteint.	1	0
On entend une symphonie.	8	On entend une symphonie.	8	0
Il montre son pouce.	0	Il montre son pouce.	0	0
Air : (chanté par une femme.)	8	Air : (chanté par une femme.)	8	0
Un laquais vient.	4	Un laquais vient.	4	0
Air : De la Magnotte.	8	Air : De la Magnotte.	8	0
Pendant ce monologue, Verseuil entre sur la scène.	4	Pendant ce monologue, Verseuil entre sur la scène.	4	0
Graindor l'embrasse sur une joue.	6	Graindor l'embrasse sur une joue.	6	0
Léandre et Isabelle s'épousent, puis se découvrent. Le gouverneur qui reconnaît qu'il a été trompé, et que c'est sa femme qu'il vient de marier à Léandre, après les premiers emportements, consent d'en épouser une autre, ratifie leur mariage, et ordonne la fête qui suit.	9	Léandre et Isabelle s'épousent, puis se découvrent. Le gouverneur qui reconnaît qu'il a été trompé, et que c'est sa femme qu'il vient de marier à Léandre, après les premiers emportements, consent d'en épouser une autre, ratifie leur mariage, et ordonne la fête qui suit.	9	0
Il lui serre les bouts des doigts.	6	Il lui serre les bouts des doigts.	6	0
Elle décachette la lettre.	0	Elle décachette la lettre.	0	0
Entre La Baronne.	4	Entre La Baronne.	4	0
Fondant en sanglots.	3	Fondant en sanglots.	3	0
Le Théâtre représente le vestibule du sérail.	11	Le Théâtre représente le vestibule du sérail.	11	0
Il lui donne le paquet ouvert.	10	Il lui donne le paquet ouvert.	3	0
Le théâtre représente la maison d'Hilaire.	11	Le théâtre représente la maison d'Hilaire.	11	0
Le théâtre représente un lieu destiné aux évocations de Médée.	11	Le théâtre représente un lieu destiné aux évocations de Médée.	11	0
Angélique et Temire se retirent.	5	Angélique et Temire se retirent.	5	0
Le rideau tombe.	11	Le rideau tombe.	5	0
À Lina.	12	À Lina.	12	0
Il tire un porte-feuille.	10	Il tire un porte-feuille.	10	0
Deuxième entrée de ballet : Huit pêcheurs de corail.	4	Deuxième entrée de ballet : Huit pêcheurs de corail.	4	0
Le Ciel se referme.	10	Le Ciel se referme.	11	0
Il dit ce vers bas.	3	Il dit ce vers bas.	12	0
Georges s'éloigne.	5	Georges s'éloigne.	7	0
La médisance est habillée en dévote, sans panier, avec une pointe noir et une espèce de guimpe ou de collet.	10	La médisance est habillée en dévote, sans panier, avec une pointe noir et une espèce de guimpe ou de collet.	11	0
Reprenant la scène.	3	Reprenant la scène.	6	0
Aux autres conseillers.	12	Aux autres conseillers.	6	0
Lélio rit.	3	Lélio rit.	8	0
Il étend les bras. Tout le monde s'écarte et la tête de Moralès, enveloppée d'un voile noir, posée sur la table. Fargus enlève brusquement le voile. Tous reculent en poussant un cri d'horreur. La tête humaine, les yeux fermés, la face souillée de sang, est là, en pleine lumière.	9	Il étend les bras. Tout le monde s'écarte et la tête de Moralès, enveloppée d'un voile noir, posée sur la table. Fargus enlève brusquement le voile. Tous reculent en poussant un cri d'horreur. La tête humaine, les yeux fermés, la face souillée de sang, est là, en pleine lumière.	9	0
Apercevant Barberin.	0	Apercevant Barberin.	4	0
Rappelant Bourdon.	3	Rappelant Bourdon.	6	0
La Décoration du théâtre est composée d'un Portique magnifique, et du Temple d'Hyménée.	11	La Décoration du théâtre est composée d'un Portique magnifique, et du Temple d'Hyménée.	11	0
Un druide conduisant la cérémonie de la fête du gui de l'an neuf, à la place d'Adamas.	7	Un druide conduisant la cérémonie de la fête du gui de l'an neuf, à la place d'Adamas.	11	0
Plutus paraît à la place du sac.	4	Plutus paraît à la place du sac.	4	0
Regardant la statue aux pieds de laquelle Bécarre est resté, et l'admirant.	0	Regardant la statue aux pieds de laquelle Bécarre est resté, et l'admirant.	0	0
Air 14 : Voulez-vous savoir qui de deux.	8	Air 14 : Voulez-vous savoir qui de deux.	2	0
Air 176 : De La Renaissance de la Foire.	8	Air 176 : De La Renaissance de la Foire.	8	0
Il en donne dans la porte qu'il met par terre.	1	Il en donne dans la porte qu'il met par terre.	0	0
AIR. Qu'on me blâme tant que l'on voudra.	8	AIR. Qu'on me blâme tant que l'on voudra.	2	0
Laure sort.	5	Laure sort.	5	0
AIR. Ah ! Robin, tais-toi.	8	AIR. Ah ! Robin, tais-toi.	2	0
Elle se précipite dans la mer.	1	Elle se précipite dans la mer.	0	0
Elle paraît sérieuse.	3	Elle paraît sérieuse.	0	0
Air : Courons de la blonde à la brune.	8	Air : Courons de la blonde à la brune.	7	0
S'asseyant sur une chaise près de la table à gauche.	0	S'asseyant sur une chaise près de la table à gauche.	0	0
Le théâtre représente le bord de la mer. On voit de côté et d'autres différentes ouvertures entre des rochers ; mais la grotte de Philoctète est supposée ne pouvoir être vue que dans le fond du théâtre.	11	Le théâtre représente le bord de la mer. On voit de côté et d'autres différentes ouvertures entre des rochers ; mais la grotte de Philoctète est supposée ne pouvoir être vue que dans le fond du théâtre.	11	0
L'esclave paraît.	4	L'esclave paraît.	4	0
Le choeur chantera : Tulit ergo Dominas hominem. Alors, Dieu, étendant la main vers te paradis, dira :	3	Le choeur chantera : Tulit ergo Dominas hominem. Alors, Dieu, étendant la main vers te paradis, dira :	8	0
À Deschamps.	12	À Deschamps.	12	0
Il rit de toute sa force.	3	Il rit de toute sa force.	1	0
Au marquis	12	Au marquis	12	0
Il part.	5	Il part.	5	0
Air: Le moyen de faire autrement. Du Peintre amoureux, N° 3.	8	Air: Le moyen de faire autrement. Du Peintre amoureux, N° 3.	9	0
Léonore lui propose une longue entrevue avec Julie.	12	Léonore lui propose une longue entrevue avec Julie.	6	0
LES SIRENES.	8	LES SIRENES.	8	0
Autres Couplets sur l'air : Compère Gervais.	8	Autres Couplets sur l'air : Compère Gervais.	8	0
Aux Grands.	12	Aux Grands.	11	0
En lui donnant l'écrit.	10	En lui donnant l'écrit.	3	0
Regard à la montre.	0	Regard à la montre.	0	0
Lidamant s'en va.	5	Lidamant s'en va.	5	0
À Mademoiselle Dumeny.	12	À Mademoiselle Dumeny.	12	0
Zirphée passe de l'autre côté de la scène.	7	Zirphée passe de l'autre côté de la scène.	7	0
Chaconne dans le grand genre, une troupe de Bohémiens. Le petit homme noir, connu dans l'Histoire de Madame Scarron, dira à chacun sa bonne aventure, par des couplets analogues à leur caractère. Ballet de Bohémiens, troupe de Soldats, qui peindra l'Histoire du Grand-Condé, quand il reprit les armes pour la France ; combats, victoire qu'il remporte sur l'ennemi. Tous se mettent à genoux devant le Trône. Les Soldats renversent leurs armes devant le Grand Condé, et lui présentent le Pavillon de l'armée ennemie ; pendant ce temps, le canon, les timbales, les trompettes, doivent former une musique martiale. Elle finit, piano, piano, au point qu'on doit entendre de loin un chalumeau, qui doit faire contraste avec cette grande Musique.	8	Chaconne dans le grand genre, une troupe de Bohémiens. Le petit homme noir, connu dans l'Histoire de Madame Scarron, dira à chacun sa bonne aventure, par des couplets analogues à leur caractère. Ballet de Bohémiens, troupe de Soldats, qui peindra l'Histoire du Grand-Condé, quand il reprit les armes pour la France ; combats, victoire qu'il remporte sur l'ennemi. Tous se mettent à genoux devant le Trône. Les Soldats renversent leurs armes devant le Grand Condé, et lui présentent le Pavillon de l'armée ennemie ; pendant ce temps, le canon, les timbales, les trompettes, doivent former une musique martiale. Elle finit, piano, piano, au point qu'on doit entendre de loin un chalumeau, qui doit faire contraste avec cette grande Musique.	8	0
Dont le Duc Dessau son frère, ne peut supporter la folle passion et lui représente, les extrémités où il se laisse engager par son amour.	9	Dont le Duc Dessau son frère, ne peut supporter la folle passion et lui représente, les extrémités où il se laisse engager par son amour.	9	0
Tout à fait rapproché.	7	Tout à fait rapproché.	7	0
Il lui pince la taille, et entre. Il est dans un galant déshabillé, s'avance à pas de loup, il entr'ouvre les rideaux à peine y met l'O dans sa bouche et d'une voix formidable qui fait trembler la maison.	9	Il lui pince la taille, et entre. Il est dans un galant déshabillé, s'avance à pas de loup, il entr'ouvre les rideaux à peine y met l'O dans sa bouche et d'une voix formidable qui fait trembler la maison.	6	0
Thersandre paraît.	4	Thersandre paraît.	4	0
Dorante s'en va.	5	Dorante s'en va.	5	0
Mithridate, Hypsicratée sortent armés, et Mitridatie, Nise et Bérénice avec eux.	4	Mithridate, Hypsicratée sortent armés, et Mitridatie, Nise et Bérénice avec eux.	4	0
Le théâtre représente une campagne agréable voisine de la maison du Baron : la scène est au déclin du jour.	11	Le théâtre représente une campagne agréable voisine de la maison du Baron : la scène est au déclin du jour.	11	0
Aux femmes.	12	Aux femmes.	6	0
Il se fait un grand mouvement parmi les généraux, pendant que Wallstein parle. Ils regardent Géraldin d'un air menaçant.	11	Il se fait un grand mouvement parmi les généraux, pendant que Wallstein parle. Ils regardent Géraldin d'un air menaçant.	7	0
Il prend le livre.	10	Il prend le livre.	0	0
Baissant sa voix.	3	Baissant sa voix.	3	0
Adélaïde reste absorbée : Madame Wanderk prête à rentrer, jette un coup d'oeil, et à toutes les peines du monde à s'empêcher de rire.	3	Adélaïde reste absorbée : Madame Wanderk prête à rentrer, jette un coup d'oeil, et à toutes les peines du monde à s'empêcher de rire.	6	0
Il étreint sa poitrine d'une main fiévreuse.	6	Il étreint sa poitrine d'une main fiévreuse.	0	0
Montrant la Baronne.	0	Montrant la Baronne.	6	0
On enfourne les financiers.	6	On enfourne les financiers.	0	0
Se rapprochant de Rosalie.	7	Se rapprochant de Rosalie.	7	0
Alceste et Philinte échangent un coup d'oeil désespéré.	0	Alceste et Philinte échangent un coup d'oeil désespéré.	6	0
On entend le tintement d'une sonnette.	0	On entend le tintement d'une sonnette.	8	0
Donnant le verre d'eau sucrée à Thibaudier.	10	Donnant le verre d'eau sucrée à Thibaudier.	3	0
La scène représente un petit salon dans une grande maison de campagne ; une table où il reste les reliefs d'un repas. Elle a été dressée pour un dîner improvisé. Il est dix heures du soir.	11	La scène représente un petit salon dans une grande maison de campagne ; une table où il reste les reliefs d'un repas. Elle a été dressée pour un dîner improvisé. Il est dix heures du soir.	11	0
Elle lui donne son jupon.	10	Elle lui donne son jupon.	10	0
Le Chevalier vient, et Trivelin dit :	4	Le Chevalier vient, et Trivelin dit :	4	0
L'ange touche la terre avec sa palme, et fait jaillir à l'instant une source abondante.	6	L'ange touche la terre avec sa palme, et fait jaillir à l'instant une source abondante.	0	0
Alfred regarde avec désespoir les officiers qui sont au fond du theâtre.	0	Alfred regarde avec désespoir les officiers qui sont au fond du theâtre.	0	0
Ici, Clarice les voit de sa fenêtre ; et Lucrèce, avec Isabelle, les voit aussi de la sienne.	0	Ici, Clarice les voit de sa fenêtre ; et Lucrèce, avec Isabelle, les voit aussi de la sienne.	9	0
Patrocle entre.	4	Patrocle entre.	4	0
Il témoigne s'en vouloir aller.	7	Il témoigne s'en vouloir aller.	0	0
Arlequin chante :	3	Arlequin chante :	8	0
À Monsieur Mananville.	12	À Monsieur Mananville.	12	0
Ariston paraît.	4	Ariston paraît.	4	0
Carlos rabat son chapeau sur son visage, et s'avance précipitamment vers elle. Doña Sol, laissant tomber sa lampe.	10	Carlos rabat son chapeau sur son visage, et s'avance précipitamment vers elle. Doña Sol, laissant tomber sa lampe.	7	0
À Érixène.	12	À Érixène.	12	0
Elle reprend le mouchoir et se couvre le sein.	10	Elle reprend le mouchoir et se couvre le sein.	0	0
Le théâtre change et représente le cabinet de Léontine.	11	Le théâtre change et représente le cabinet de Léontine.	11	0
Il relit l'adresse.	0	Il relit l'adresse.	0	0
Elle rentre dans le palais.	5	Elle rentre dans le palais.	4	0
Il veut se percer.	1	Il veut se percer.	1	0
À Colin qui rapporte les cent écus.	12	À Colin qui rapporte les cent écus.	10	0
Allégorie des effets d'Apollon et de Jupiter, rapportée au châtiment et à la punition des grands.	8	Allégorie des effets d'Apollon et de Jupiter, rapportée au châtiment et à la punition des grands.	9	0
AIR Réveillez-vous.	8	AIR Réveillez-vous.	6	0
Dassoucy, poursuivant Pierrotin, descend du château dans le parc ; il court, embarrasse par son luth qu'il tient de la main gauche.	9	Dassoucy, poursuivant Pierrotin, descend du château dans le parc ; il court, embarrasse par son luth qu'il tient de la main gauche.	7	0
Mais elle se met à chanter, il écoute.	3	Mais elle se met à chanter, il écoute.	8	0
Air : La Fustemberg.	8	Air : La Fustemberg.	8	0
Il aperçoit Nicodon.	0	Il aperçoit Nicodon.	6	0
ENTRÉE de deux meuniers et de deux meunières.	4	ENTRÉE de deux meuniers et de deux meunières.	4	0
Angélique, sans lui répondre, tire la boîte aux bijoux et la lui rend sans le regarder : elle la met dans sa main ; et il s'arrête comme surpris et sans la lui remettre, après quoi il sort.	9	Angélique, sans lui répondre, tire la boîte aux bijoux et la lui rend sans le regarder : elle la met dans sa main ; et il s'arrête comme surpris et sans la lui remettre, après quoi il sort.	6	0
AIR 108. [ Ô turlutaine ! ]	8	AIR 108. [ Ô turlutaine ! ]	2	0
Il se jette dans un fauteuil.	0	Il se jette dans un fauteuil.	0	0
Elle sort avec Lucie.	5	Elle sort avec Lucie.	5	0
Il montre le mari de la Vieille.	0	Il montre le mari de la Vieille.	0	0
AIR : Mes chers amis, pouvez -vous m' enseigner.	8	AIR : Mes chers amis, pouvez -vous m' enseigner.	2	0
Valérian entre.	4	Valérian entre.	4	0
Il commence à lire le billet.	0	Il commence à lire le billet.	0	0
La Reine ayant accepté son défi, découvre ses intentions à tous ses Princes assemblés, qui tâchent de la divertir du dessein qu'elle à conçu de le combattre.	9	La Reine ayant accepté son défi, découvre ses intentions à tous ses Princes assemblés, qui tâchent de la divertir du dessein qu'elle à conçu de le combattre.	9	0
Il s'adresse aux Enfants.	12	Il s'adresse aux Enfants.	12	0
Il baise la main du Prince.	6	Il baise la main du Prince.	6	0
À Marat, à Robespierre, à Manuel.	12	À Marat, à Robespierre, à Manuel.	12	0
Air : Noté n°1.	8	Air : Noté n°1.	8	0
Mademoiselle Clairet, Madame Papillon et sa fille de boutique sortent.	5	Mademoiselle Clairet, Madame Papillon et sa fille de boutique sortent.	5	0
LETTRE D'HELENE A PHALANTE.	8	LETTRE D'HELENE A PHALANTE.	10	0
Air : Cet arbre apporté de Provence.	8	Air : Cet arbre apporté de Provence.	11	0
Il parle à sa femme.	12	Il parle à sa femme.	6	0
À Clytemnestre.	12	À Clytemnestre.	12	0
AIR. Allons donc, jouez violons.	8	AIR. Allons donc, jouez violons.	8	0
Monsieur Carondas, fouillant dans la poche de Valère.	0	Monsieur Carondas, fouillant dans la poche de Valère.	6	0
On entend une symphonie douce.	8	On entend une symphonie douce.	8	0
Air : On dit par tout le monde.	8	Air : On dit par tout le monde.	2	0
Ils sortent l'un et l'autre.	5	Ils sortent l'un et l'autre.	5	0
APOTHÉOSE. - RIDEAU	11	APOTHÉOSE. - RIDEAU	5	0
Blaise et Gérault entrent.	5	Blaise et Gérault entrent.	4	0
Elle se prépare à sortir.	7	Elle se prépare à sortir.	7	0
AIR. Dans la jeune saison.	8	AIR. Dans la jeune saison.	11	0
Elle veut lui mettre le bonnet.	10	Elle veut lui mettre le bonnet.	6	0
Triomphalement.	3	Triomphalement.	0	0
Elle reçoit son billet.	10	Elle reçoit son billet.	10	0
À Antenor.	12	À Antenor.	12	0
D'Orfeuil est resté un moment étourdi de sa chute ; il se relève.	0	D'Orfeuil est resté un moment étourdi de sa chute ; il se relève.	7	0
Il va se mettre entre Damis et Marthon.	11	Il va se mettre entre Damis et Marthon.	7	0
Avisant l'Infant.	0	Avisant l'Infant.	4	0
Ici recommence la symphonie, et Joad aussitôt reprend la parole.	8	Ici recommence la symphonie, et Joad aussitôt reprend la parole.	8	0
Il lui remet Sophie entre les bras.	10	Il lui remet Sophie entre les bras.	3	0
Parlant à Ninon.	12	Parlant à Ninon.	6	0
Air de PLANTADE.	8	Air de PLANTADE.	8	0
Air : Vaudeville de Racan.	8	Air : Vaudeville de Racan.	8	0
Tout le Peuple va se ranger au bout de la Cour.	11	Tout le Peuple va se ranger au bout de la Cour.	7	0
À Madame Duru.	12	À Madame Duru.	12	0
Il lève son marteau.	0	Il lève son marteau.	0	0
Il s'enfuit par le fond.	5	Il s'enfuit par le fond.	5	0
Phoedime sort.	5	Phoedime sort.	0	0
Mettant le portefeuille sur une table[.]	10	Mettant le portefeuille sur une table[.]	10	0
À Hyacinte.	12	À Hyacinte.	12	0
Appelant un domestique.	3	Appelant un domestique.	6	0
Air : Aye, aye, aye, Jeannette.	8	Air : Aye, aye, aye, Jeannette.	3	0
Ils boivent de nouveau.	0	Ils boivent de nouveau.	0	0
En se retournant, elle aperçoit Don Juan sur le seuil de la porte.	0	En se retournant, elle aperçoit Don Juan sur le seuil de la porte.	7	0
Montrant Nadine.	0	Montrant Nadine.	6	0
Il veut partir.	5	Il veut partir.	7	0
AIR : Vaudeville de l'Isle des femmes.	8	AIR : Vaudeville de l'Isle des femmes.	8	0
La bonne fait entrer deux jeunes gens.	4	La bonne fait entrer deux jeunes gens.	4	0
Il présente une chaîne au roi.	0	Il présente une chaîne au roi.	10	0
Les Dragons russes font une charge et délivrent le Czar.	1	Les Dragons russes font une charge et délivrent le Czar.	1	0
En cet endroit Clitandre doit à Cidalise les plus tendres remerciements, et les lui fait. Comme on ne peut supposer qu'il y ait parmi nos lecteurs quelqu'un qui ne se soit, ou n'ait été dans le cas d'en faire, ou d'en recevoir, ou de dire et d'entendre ces choses flatteuses et passionnées que suggère l'amour reconnaissant, ou que dicte quelquefois la nécessité d'être poli, l'on supprimera ce que les deux amants se disent ici, et l'on ose croire que le lecteur a d'autant moins à s'en plaindre, que l'on ne le prive que de quelques propos interrompus, qu'il aura plus de plaisir à composer lui-même d'après ses sentiments qu'il n'en trouverait à les lire.	9	En cet endroit Clitandre doit à Cidalise les plus tendres remerciements, et les lui fait. Comme on ne peut supposer qu'il y ait parmi nos lecteurs quelqu'un qui ne se soit, ou n'ait été dans le cas d'en faire, ou d'en recevoir, ou de dire et d'entendre ces choses flatteuses et passionnées que suggère l'amour reconnaissant, ou que dicte quelquefois la nécessité d'être poli, l'on supprimera ce que les deux amants se disent ici, et l'on ose croire que le lecteur a d'autant moins à s'en plaindre, que l'on ne le prive que de quelques propos interrompus, qu'il aura plus de plaisir à composer lui-même d'après ses sentiments qu'il n'en trouverait à les lire.	9	0
Le frère du Malade imaginaire lui amène, pour le divertir, plusieurs Égyptiens et Égyptiennes, vêtus en Mores, qui font des danses entremêlées de chansons.	4	Le frère du Malade imaginaire lui amène, pour le divertir, plusieurs Égyptiens et Égyptiennes, vêtus en Mores, qui font des danses entremêlées de chansons.	8	0
Air: Mon père était pot.	8	Air: Mon père était pot.	2	0
Haut, faisant un effort.	3	Haut, faisant un effort.	7	0
AIR. J'étais perdue.	8	AIR. J'étais perdue.	2	0
JE JURE QUE DE DOROTHÉE	8	JE JURE QUE DE DOROTHÉE	2	0
Air : Fidel époux.	8	Air : Fidel époux.	2	0
Adélaïde en la prenant par la main.	6	Adélaïde en la prenant par la main.	6	0
Apercevant son fils.	0	Apercevant son fils.	6	0
Cinquième couplet.	8	Cinquième couplet.	8	0
Billet de Constantine.	8	Billet de Constantine.	10	0
À Thérèse et Laurent.	12	À Thérèse et Laurent.	12	0
D'un air d'importance.	3	D'un air d'importance.	3	0
Madame_la_Marquise_de_Prie présente à Voltaire une couronne de laurier, et l'installe en chantant.	10	Madame_la_Marquise_de_Prie présente à Voltaire une couronne de laurier, et l'installe en chantant.	6	0
Gilotin parait, un énorme bouquet à la main ; il perce la foule pour arriver jusqu'à sa prétendue, et se, jetant brusquement à ses pieds, lui présente un ridicule hommage. Mademoiselle de Saint-Yves fuit tour à tour dans les bras de son père, de son amie, et de Monsieur de Kerkabon, pour éviter la persécution d'un homme qu'elle ne peut aimer. Gilotin, la poursuivant, se trouve toujours offrir son bouquet à tout autre qu'à elle : enfin, Monsieur de Saint-Yves s'approche et prend le bouquet, qu'il remet lui même à sa fille, eu l'invitant à mieux accueillir l'époux qu'il lui destine. Elle pousse un douloureux soupir. Monsieur de Saint-Yves rassure Gilotin, en lui promettant de nouveau qu'il deviendra son gendre. La sensible Kerkabon, et son frère s'empressent autour de leur amie, on la conduit sous le berceau... À peine y est-elle arrivée, qu'elle s'y trouve couronnée, et pour ainsi dire, enchaînée de fleurs. Gilotin exprime son admiration.	9	Gilotin parait, un énorme bouquet à la main ; il perce la foule pour arriver jusqu'à sa prétendue, et se, jetant brusquement à ses pieds, lui présente un ridicule hommage. Mademoiselle de Saint-Yves fuit tour à tour dans les bras de son père, de son amie, et de Monsieur de Kerkabon, pour éviter la persécution d'un homme qu'elle ne peut aimer. Gilotin, la poursuivant, se trouve toujours offrir son bouquet à tout autre qu'à elle : enfin, Monsieur de Saint-Yves s'approche et prend le bouquet, qu'il remet lui même à sa fille, eu l'invitant à mieux accueillir l'époux qu'il lui destine. Elle pousse un douloureux soupir. Monsieur de Saint-Yves rassure Gilotin, en lui promettant de nouveau qu'il deviendra son gendre. La sensible Kerkabon, et son frère s'empressent autour de leur amie, on la conduit sous le berceau... À peine y est-elle arrivée, qu'elle s'y trouve couronnée, et pour ainsi dire, enchaînée de fleurs. Gilotin exprime son admiration.	9	0
Henriette en costume de bal et couverte de diamants, entre par l'une des portes du fond et parle à quelqu'un qu'on n'aperçoit pas.	10	Henriette en costume de bal et couverte de diamants, entre par l'une des portes du fond et parle à quelqu'un qu'on n'aperçoit pas.	4	0
Air Par bonheur, ou par malheur.	8	Air Par bonheur, ou par malheur.	2	0
À Javotte.	12	À Javotte.	12	0
Aux Esclaves de son sexe.	12	Aux Esclaves de son sexe.	2	0
Il rechante la fin quatre ou cinq fois de suite.	3	Il rechante la fin quatre ou cinq fois de suite.	8	0
Le théâtre représente l'intérieur du palais de Ziani.	11	Le théâtre représente l'intérieur du palais de Ziani.	11	0
À Lisimon.	12	À Lisimon.	12	0
