	text	gold	goldStr	text2	sys	sysStr	cf_sents
2447	Elle se prépare à sortir.	7	movement	Elle se prépare à sortir.	7	movement	0
2448	AIR. Dans la jeune saison.	8	music	AIR. Dans la jeune saison.	11	setting	0
2449	Elle veut lui mettre le bonnet.	10	object	Elle veut lui mettre le bonnet.	6	interaction	0
2450	Triomphalement.	3	delivery	Triomphalement.	0	action	0
2451	Elle reçoit son billet.	10	object	Elle reçoit son billet.	10	object	0
2452	À Antenor.	12	toward	À Antenor.	12	toward	0
2453	D'Orfeuil est resté un moment étourdi de sa chute ; il se relève.	0	action	D'Orfeuil est resté un moment étourdi de sa chute ; il se relève.	7	movement	0
2454	Il va se mettre entre Damis et Marthon.	11	setting	Il va se mettre entre Damis et Marthon.	7	movement	0
2455	Avisant l'Infant.	0	action	Avisant l'Infant.	4	entrance	0
2456	Ici recommence la symphonie, et Joad aussitôt reprend la parole.	8	music	Ici recommence la symphonie, et Joad aussitôt reprend la parole.	8	music	0
2457	Il lui remet Sophie entre les bras.	10	object	Il lui remet Sophie entre les bras.	3	delivery	0
2458	Parlant à Ninon.	12	toward	Parlant à Ninon.	6	interaction	0
2459	Air de PLANTADE.	8	music	Air de PLANTADE.	8	music	0
2460	Air : Vaudeville de Racan.	8	music	Air : Vaudeville de Racan.	8	music	0
2461	Tout le Peuple va se ranger au bout de la Cour.	11	setting	Tout le Peuple va se ranger au bout de la Cour.	7	movement	0
2462	À Madame Duru.	12	toward	À Madame Duru.	12	toward	0
2463	Il lève son marteau.	0	action	Il lève son marteau.	0	action	0
2464	Il s'enfuit par le fond.	5	exit	Il s'enfuit par le fond.	5	exit	0
2465	Phoedime sort.	5	exit	Phoedime sort.	0	action	0
2466	Mettant le portefeuille sur une table[.]	10	object	Mettant le portefeuille sur une table[.]	10	object	0
2467	À Hyacinte.	12	toward	À Hyacinte.	12	toward	0
2468	Appelant un domestique.	3	delivery	Appelant un domestique.	6	interaction	0
2469	Air : Aye, aye, aye, Jeannette.	8	music	Air : Aye, aye, aye, Jeannette.	3	delivery	0
2470	Ils boivent de nouveau.	0	action	Ils boivent de nouveau.	0	action	0
2471	En se retournant, elle aperçoit Don Juan sur le seuil de la porte.	0	action	En se retournant, elle aperçoit Don Juan sur le seuil de la porte.	7	movement	0
2472	Montrant Nadine.	0	action	Montrant Nadine.	6	interaction	0
2473	Il veut partir.	5	exit	Il veut partir.	7	movement	0
2474	AIR : Vaudeville de l'Isle des femmes.	8	music	AIR : Vaudeville de l'Isle des femmes.	8	music	0
2475	La bonne fait entrer deux jeunes gens.	4	entrance	La bonne fait entrer deux jeunes gens.	4	entrance	0
2476	Il présente une chaîne au roi.	0	action	Il présente une chaîne au roi.	10	object	0
2477	Les Dragons russes font une charge et délivrent le Czar.	1	aggression	Les Dragons russes font une charge et délivrent le Czar.	1	aggression	0
2478	En cet endroit Clitandre doit à Cidalise les plus tendres remerciements, et les lui fait. Comme on ne peut supposer qu'il y ait parmi nos lecteurs quelqu'un qui ne se soit, ou n'ait été dans le cas d'en faire, ou d'en recevoir, ou de dire et d'entendre ces choses flatteuses et passionnées que suggère l'amour reconnaissant, ou que dicte quelquefois la nécessité d'être poli, l'on supprimera ce que les deux amants se disent ici, et l'on ose croire que le lecteur a d'autant moins à s'en plaindre, que l'on ne le prive que de quelques propos interrompus, qu'il aura plus de plaisir à composer lui-même d'après ses sentiments qu'il n'en trouverait à les lire.	9	narration	En cet endroit Clitandre doit à Cidalise les plus tendres remerciements, et les lui fait. Comme on ne peut supposer qu'il y ait parmi nos lecteurs quelqu'un qui ne se soit, ou n'ait été dans le cas d'en faire, ou d'en recevoir, ou de dire et d'entendre ces choses flatteuses et passionnées que suggère l'amour reconnaissant, ou que dicte quelquefois la nécessité d'être poli, l'on supprimera ce que les deux amants se disent ici, et l'on ose croire que le lecteur a d'autant moins à s'en plaindre, que l'on ne le prive que de quelques propos interrompus, qu'il aura plus de plaisir à composer lui-même d'après ses sentiments qu'il n'en trouverait à les lire.	9	narration	0
2479	Le frère du Malade imaginaire lui amène, pour le divertir, plusieurs Égyptiens et Égyptiennes, vêtus en Mores, qui font des danses entremêlées de chansons.	4	entrance	Le frère du Malade imaginaire lui amène, pour le divertir, plusieurs Égyptiens et Égyptiennes, vêtus en Mores, qui font des danses entremêlées de chansons.	8	music	0
2480	Air: Mon père était pot.	8	music	Air: Mon père était pot.	2	aparte	0
2481	Haut, faisant un effort.	3	delivery	Haut, faisant un effort.	7	movement	0
2482	AIR. J'étais perdue.	8	music	AIR. J'étais perdue.	2	aparte	0
2483	JE JURE QUE DE DOROTHÉE	8	music	JE JURE QUE DE DOROTHÉE	2	aparte	0
2484	Air : Fidel époux.	8	music	Air : Fidel époux.	2	aparte	0
2485	Adélaïde en la prenant par la main.	6	interaction	Adélaïde en la prenant par la main.	6	interaction	0
2486	Apercevant son fils.	0	action	Apercevant son fils.	6	interaction	0
2487	Cinquième couplet.	8	music	Cinquième couplet.	8	music	0
2488	Billet de Constantine.	8	music	Billet de Constantine.	10	object	0
2489	À Thérèse et Laurent.	12	toward	À Thérèse et Laurent.	12	toward	0
2490	D'un air d'importance.	3	delivery	D'un air d'importance.	3	delivery	0
2491	Madame_la_Marquise_de_Prie présente à Voltaire une couronne de laurier, et l'installe en chantant.	10	object	Madame_la_Marquise_de_Prie présente à Voltaire une couronne de laurier, et l'installe en chantant.	6	interaction	0
2492	Gilotin parait, un énorme bouquet à la main ; il perce la foule pour arriver jusqu'à sa prétendue, et se, jetant brusquement à ses pieds, lui présente un ridicule hommage. Mademoiselle de Saint-Yves fuit tour à tour dans les bras de son père, de son amie, et de Monsieur de Kerkabon, pour éviter la persécution d'un homme qu'elle ne peut aimer. Gilotin, la poursuivant, se trouve toujours offrir son bouquet à tout autre qu'à elle : enfin, Monsieur de Saint-Yves s'approche et prend le bouquet, qu'il remet lui même à sa fille, eu l'invitant à mieux accueillir l'époux qu'il lui destine. Elle pousse un douloureux soupir. Monsieur de Saint-Yves rassure Gilotin, en lui promettant de nouveau qu'il deviendra son gendre. La sensible Kerkabon, et son frère s'empressent autour de leur amie, on la conduit sous le berceau... À peine y est-elle arrivée, qu'elle s'y trouve couronnée, et pour ainsi dire, enchaînée de fleurs. Gilotin exprime son admiration.	9	narration	Gilotin parait, un énorme bouquet à la main ; il perce la foule pour arriver jusqu'à sa prétendue, et se, jetant brusquement à ses pieds, lui présente un ridicule hommage. Mademoiselle de Saint-Yves fuit tour à tour dans les bras de son père, de son amie, et de Monsieur de Kerkabon, pour éviter la persécution d'un homme qu'elle ne peut aimer. Gilotin, la poursuivant, se trouve toujours offrir son bouquet à tout autre qu'à elle : enfin, Monsieur de Saint-Yves s'approche et prend le bouquet, qu'il remet lui même à sa fille, eu l'invitant à mieux accueillir l'époux qu'il lui destine. Elle pousse un douloureux soupir. Monsieur de Saint-Yves rassure Gilotin, en lui promettant de nouveau qu'il deviendra son gendre. La sensible Kerkabon, et son frère s'empressent autour de leur amie, on la conduit sous le berceau... À peine y est-elle arrivée, qu'elle s'y trouve couronnée, et pour ainsi dire, enchaînée de fleurs. Gilotin exprime son admiration.	9	narration	0
2493	Henriette en costume de bal et couverte de diamants, entre par l'une des portes du fond et parle à quelqu'un qu'on n'aperçoit pas.	10	object	Henriette en costume de bal et couverte de diamants, entre par l'une des portes du fond et parle à quelqu'un qu'on n'aperçoit pas.	4	entrance	0
2494	Air Par bonheur, ou par malheur.	8	music	Air Par bonheur, ou par malheur.	2	aparte	0
2495	À Javotte.	12	toward	À Javotte.	12	toward	0
2496	Aux Esclaves de son sexe.	12	toward	Aux Esclaves de son sexe.	2	aparte	0
2497	Il rechante la fin quatre ou cinq fois de suite.	3	delivery	Il rechante la fin quatre ou cinq fois de suite.	8	music	0
2498	Le théâtre représente l'intérieur du palais de Ziani.	11	setting	Le théâtre représente l'intérieur du palais de Ziani.	11	setting	0
2499	À Lisimon.	12	toward	À Lisimon.	12	toward	0
2500	Elle embrasse la Comtesse.	6	interaction	Elle embrasse la Comtesse.	6	interaction	0
2501	Il prend son billet et le confronte avec celui qu'Éraste lui a laissé.	10	object	Il prend son billet et le confronte avec celui qu'Éraste lui a laissé.	10	object	0
2502	Le théâtre représente le même cabinet de Madame Almaviva.	11	setting	Le théâtre représente le même cabinet de Madame Almaviva.	11	setting	0
2503	[Il interrompt la lecture. ]	3	delivery	[Il interrompt la lecture. ]	0	action	0
2504	Elle lui arrache la fiole.	10	object	Elle lui arrache la fiole.	1	aggression	0
2505	Il lui donne la lettre.	10	object	Il lui donne la lettre.	3	delivery	0
2506	Elle remet la carte à Thibaudier.	10	object	Elle remet la carte à Thibaudier.	3	delivery	0
2507	Arlequin, pendant ce temps, change de Juste-au-corps et de chapeau, et paraît en boulanger, avec une chemisette rouge et un bonnet de laine, et son soufflet se trouve changé en charrette.	9	narration	Arlequin, pendant ce temps, change de Juste-au-corps et de chapeau, et paraît en boulanger, avec une chemisette rouge et un bonnet de laine, et son soufflet se trouve changé en charrette.	0	action	0
2508	Avec solennité.	3	delivery	Avec solennité.	3	delivery	0
2509	Air : Maman vous a dit, dans six ans.	8	music	Air : Maman vous a dit, dans six ans.	2	aparte	0
2510	À Valère et à Sophie.	12	toward	À Valère et à Sophie.	12	toward	0
2511	Il couvre la bûche avec le chapeau.	10	object	Il couvre la bûche avec le chapeau.	10	object	0
2512	Tout disparaît. Le Théâtre change. Il représente l'intérieur redoutable du château-fort des rois de la Bactriane	11	setting	Tout disparaît. Le Théâtre change. Il représente l'intérieur redoutable du château-fort des rois de la Bactriane	11	setting	0
2513	Elle prend le manuscrit.	10	object	Elle prend le manuscrit.	6	interaction	0
2514	Il se couvre.	10	object	Il se couvre.	0	action	0
2515	Elle ferme la fenêtre.	10	object	Elle ferme la fenêtre.	0	action	0
2516	La Fontaine se tait un moment.	3	delivery	La Fontaine se tait un moment.	3	delivery	0
2517	Il se chausse.	10	object	Il se chausse.	0	action	0
2518	AIR : De Zémire et Azor.	8	music	AIR : De Zémire et Azor.	8	music	0
2519	Il s'assied dans un fauteuil.	0	action	Il s'assied dans un fauteuil.	0	action	0
2520	S'adressant à la reine.	12	toward	S'adressant à la reine.	12	toward	0
2521	Elles ont achevé de mettre la table, et elles viennent sur le devant de la scène.	11	setting	Elles ont achevé de mettre la table, et elles viennent sur le devant de la scène.	4	entrance	0
2522	Il prend l'une après l'autre toutes les pièces de l'écrin.	10	object	Il prend l'une après l'autre toutes les pièces de l'écrin.	0	action	0
2523	DÉCORATION DU IVe ACTE. >Cet Acte qui se passe dans le lieu le plus désert du Palais de Circé, n'a point d'autre décoration que de grands Arbres touffus, qui forment un bois dont l'épaisseur semble être impénétrable à la clarté du Soleil.	11	setting	DÉCORATION DU IVe ACTE. >Cet Acte qui se passe dans le lieu le plus désert du Palais de Circé, n'a point d'autre décoration que de grands Arbres touffus, qui forment un bois dont l'épaisseur semble être impénétrable à la clarté du Soleil.	11	setting	0
2524	QUARTO et ULTIMO.	8	music	QUARTO et ULTIMO.	11	setting	0
2525	S'asseyant sur le canapé n° 1.	0	action	S'asseyant sur le canapé n° 1.	0	action	0
2526	Elle ferme le guichet.	10	object	Elle ferme le guichet.	0	action	0
2527	Air : J'étois, j'étois malade d'amour.	8	music	Air : J'étois, j'étois malade d'amour.	2	aparte	0
2528	AUTRE AIR.	8	music	AUTRE AIR.	8	music	0
2529	Haut, s'excusant.	3	delivery	Haut, s'excusant.	3	delivery	0
2530	Il va pour sortir.	7	movement	Il va pour sortir.	5	exit	0
2531	À Léontine.	12	toward	À Léontine.	12	toward	0
2532	Air : J'ai fait souvent résonner ma Musette.	8	music	Air : J'ai fait souvent résonner ma Musette.	8	music	0
2533	Il remonte un peu.	7	movement	Il remonte un peu.	7	movement	0
2534	Un jardin.	11	setting	Un jardin.	11	setting	0
2535	Au caporal.	12	toward	Au caporal.	12	toward	0
2536	Il s'aperçoit qu' il a déchiré ses billets.	10	object	Il s'aperçoit qu' il a déchiré ses billets.	0	action	0
2537	Cherchant.	0	action	Cherchant.	7	movement	0
2538	Sortant du pavillon de gauche, et se dirigeant vers la droite, tandis que Courtès va du côte contraire.	4	entrance	Sortant du pavillon de gauche, et se dirigeant vers la droite, tandis que Courtès va du côte contraire.	7	movement	0
2539	À la cour ; un jardin.	11	setting	À la cour ; un jardin.	11	setting	0
2540	Il lui parle à l'oreille.	7	movement	Il lui parle à l'oreille.	6	interaction	0
2541	II.	8	music	II.	0	action	0
2542	Entrent le gardien Benoît, Moralès, le Juge d'instruction, le Directeur de la prison, et les autres personnes (ad libitum) qui légalement doivent assister à une exécution capitale : Docteur, commissaire de police, greffier, etc.	4	entrance	Entrent le gardien Benoît, Moralès, le Juge d'instruction, le Directeur de la prison, et les autres personnes (ad libitum) qui légalement doivent assister à une exécution capitale : Docteur, commissaire de police, greffier, etc.	4	entrance	0
2543	Nouveaux conjurés. Bruit de pas.	9	narration	Nouveaux conjurés. Bruit de pas.	4	entrance	0
2544	Neptune ayant achevé, une trompette commence à éclater hautement et encourager les tritons à faire de même. Cependant le sieur de Poutrincourt tenait son épée en main, laquelle il ne remit point au fourreau jusques à ce que les tritons eurent prononcé comme s'ensuit.	9	narration	Neptune ayant achevé, une trompette commence à éclater hautement et encourager les tritons à faire de même. Cependant le sieur de Poutrincourt tenait son épée en main, laquelle il ne remit point au fourreau jusques à ce que les tritons eurent prononcé comme s'ensuit.	9	narration	0
2545	1er Couplet	8	music	1er Couplet	8	music	0
2546	Reprise de Choeur.	3	delivery	Reprise de Choeur.	8	music	0
2547	La fille rentre.	5	exit	La fille rentre.	4	entrance	0
2548	Il la cherche de la main sans tourner la tête.	0	action	Il la cherche de la main sans tourner la tête.	6	interaction	0
2549	Elle le montre du doigt.	0	action	Elle le montre du doigt.	6	interaction	0
2550	À Sophie.	12	toward	À Sophie.	12	toward	0
2551	Don Juan lui arrache l'épée des mains et la brise.	1	aggression	Don Juan lui arrache l'épée des mains et la brise.	1	aggression	0
2552	Charpentier entre. Il vient faire sa besogne. Arrivée de la maîtresse. Elle le menace de le quitter. Elle le pousse au vol.	9	narration	Charpentier entre. Il vient faire sa besogne. Arrivée de la maîtresse. Elle le menace de le quitter. Elle le pousse au vol.	6	interaction	0
2553	Montrant son lit.	0	action	Montrant son lit.	0	action	0
2554	Regardant Gaston.	0	action	Regardant Gaston.	6	interaction	0
2555	Air 26 : Talarire.	8	music	Air 26 : Talarire.	8	music	0
2556	On sort de table, et on l'emporte.	5	exit	On sort de table, et on l'emporte.	5	exit	0
2557	III COUPLET.	8	music	III COUPLET.	8	music	0
2558	À Barberin.	12	toward	À Barberin.	12	toward	0
2559	À Spartacus.	12	toward	À Spartacus.	12	toward	0
2560	Il fredonne l'Amant d'Amanda.	3	delivery	Il fredonne l'Amant d'Amanda.	8	music	0
2561	Air : n° 1.	8	music	Air : n° 1.	8	music	0
2562	Elle frappe à la porte en dehors.	0	action	Elle frappe à la porte en dehors.	4	entrance	0
2563	Là ils recommencent le combat plus vivement.	1	aggression	Là ils recommencent le combat plus vivement.	1	aggression	0
2564	Elle se laisse embrasser.	6	interaction	Elle se laisse embrasser.	6	interaction	0
2565	Camille s'assoit.	0	action	Camille s'assoit.	0	action	0
2566	CANTATE.	8	music	CANTATE.	8	music	0
2567	On danse, et la danse est coupée par ces deux couplets.	8	music	On danse, et la danse est coupée par ces deux couplets.	8	music	0
2568	On lui présente brusquement un pâté.	0	action	On lui présente brusquement un pâté.	3	delivery	0
2569	Il parle à Troile.	12	toward	Il parle à Troile.	6	interaction	0
2570	Montrant les Muses.	0	action	Montrant les Muses.	6	interaction	0
2571	Il se parle à lui-même.	2	aparte	Il se parle à lui-même.	2	aparte	0
2572	Aux filles et aux garçons.	12	toward	Aux filles et aux garçons.	12	toward	0
2573	Le théâtre change et représente le palais du grand sacrificateur de Cybèle.	11	setting	Le théâtre change et représente le palais du grand sacrificateur de Cybèle.	11	setting	0
2574	[Thésée fait un aparté en pensant à Égée].	2	aparte	[Thésée fait un aparté en pensant à Égée].	2	aparte	0
2575	À Madame de Lucenay.	12	toward	À Madame de Lucenay.	12	toward	0
2576	Eugénie fait un mouvement.	0	action	Eugénie fait un mouvement.	7	movement	0
2577	Elle lève sa coiffe.	10	object	Elle lève sa coiffe.	0	action	0
2578	À Albin.	12	toward	À Albin.	12	toward	0
2579	AIR : D'une main je tiens mon pot.	8	music	AIR : D'une main je tiens mon pot.	10	object	0
2580	Paquita sort.	5	exit	Paquita sort.	0	action	0
2581	AIR: Philis demande son portrait.	8	music	AIR: Philis demande son portrait.	10	object	0
2582	Guillot s'assìed.	0	action	Guillot s'assìed.	0	action	0
2583	Après avoir encore bu, il dit :	0	action	Après avoir encore bu, il dit :	3	delivery	0
2584	AIR. Ah ! le bel oiseau maman.	8	music	AIR. Ah ! le bel oiseau maman.	3	delivery	0
2585	On entend sonner minuit à l'horloge de l'hôtel de ville.	0	action	On entend sonner minuit à l'horloge de l'hôtel de ville.	11	setting	0
2586	Air : Cet Oracle est plus fur, etc.	8	music	Air : Cet Oracle est plus fur, etc.	2	aparte	0
2587	L'ouverture continue.	8	music	L'ouverture continue.	8	music	0
2588	Il prend Hector à la cravate.	1	aggression	Il prend Hector à la cravate.	1	aggression	0
2589	Air : Honoré du brillant poste.	8	music	Air : Honoré du brillant poste.	4	entrance	0
2590	Il donne à la suivante le papier sur lequel il a écrit.	10	object	Il donne à la suivante le papier sur lequel il a écrit.	3	delivery	0
2591	Entrée de suivants de la Fortune.	4	entrance	Entrée de suivants de la Fortune.	4	entrance	0
2592	Crésus, appelant.	3	delivery	Crésus, appelant.	6	interaction	0
2593	À Rhadamisthe.	12	toward	À Rhadamisthe.	12	toward	0
2594	Il embrasse Argie.	6	interaction	Il embrasse Argie.	6	interaction	0
2595	Tandis que Molière reste pensif, Dassoucy, Pierrotin et le Docteur sortent bruyamment du château ; Pierrotin porte un flacon et un gobelet, boit à petits coups, fait claquer sa langue et se caresse l'estomac avec béatitude.	9	narration	Tandis que Molière reste pensif, Dassoucy, Pierrotin et le Docteur sortent bruyamment du château ; Pierrotin porte un flacon et un gobelet, boit à petits coups, fait claquer sa langue et se caresse l'estomac avec béatitude.	9	narration	0
2596	Air : De tous les Capucins du monde.	8	music	Air : De tous les Capucins du monde.	2	aparte	0
2597	Plusieurs groupes de Bergers et de Bergères jouant à divers jeux.	0	action	Plusieurs groupes de Bergers et de Bergères jouant à divers jeux.	6	interaction	0
2598	Ses doigts, qui errent à l'aventure, rencontrent les panneaux supérieurs du buffet.	6	interaction	Ses doigts, qui errent à l'aventure, rencontrent les panneaux supérieurs du buffet.	10	object	0
2599	Air : Robin turelure	8	music	Air : Robin turelure	8	music	0
2600	Elle semble se mirer dans un ruisseau en arrangeant les fleurs dans ses cheveux.	0	action	Elle semble se mirer dans un ruisseau en arrangeant les fleurs dans ses cheveux.	0	action	0
2601	Ils s'approchent de Dormel, fils, et l'embrassent étroitement ; Sophie resserre sa ligature.	7	movement	Ils s'approchent de Dormel, fils, et l'embrassent étroitement ; Sophie resserre sa ligature.	6	interaction	0
2602	Voyant Maximin.	0	action	Voyant Maximin.	4	entrance	0
2603	Au Sauvage.	12	toward	Au Sauvage.	11	setting	0
2604	À mi-voix.	3	delivery	À mi-voix.	3	delivery	0
2605	Il l'ôte et lit :	0	action	Il l'ôte et lit :	0	action	0
2606	Il montre Florange.	0	action	Il montre Florange.	0	action	0
2607	Il saute.	0	action	Il saute.	0	action	0
2608	Il lit un des billets que Livie lui a rendus.	0	action	Il lit un des billets que Livie lui a rendus.	0	action	0
2609	Aux Esprits	12	toward	Aux Esprits	2	aparte	0
2610	Flore sort.	5	exit	Flore sort.	5	exit	0
2611	À Bel-Air.	12	toward	À Bel-Air.	11	setting	0
2612	Le théâtre représente une chambre à coucher, dans laquelle il y a une alcôve.	11	setting	Le théâtre représente une chambre à coucher, dans laquelle il y a une alcôve.	11	setting	0
2613	À Monsieur_le_Duc de la Fenillade.	12	toward	À Monsieur_le_Duc de la Fenillade.	12	toward	0
2614	La salle du Conseil d'Ubu.	11	setting	La salle du Conseil d'Ubu.	11	setting	0
2615	Aux autres personnages.	12	toward	Aux autres personnages.	6	interaction	0
2616	Elle s'étend dans un fauteuil.	0	action	Elle s'étend dans un fauteuil.	0	action	0
2617	Il se rapproche d'Adrienne.	7	movement	Il se rapproche d'Adrienne.	6	interaction	0
2618	Entre un seigneur de la cour.	4	entrance	Entre un seigneur de la cour.	4	entrance	0
2619	Orante et Nérine en habit d'hommes les rencontrèrent.	10	object	Orante et Nérine en habit d'hommes les rencontrèrent.	4	entrance	0
2620	HARANGUE DE MASSINISSE	8	music	HARANGUE DE MASSINISSE	3	delivery	0
2621	On forme un combat à la manière des anciens.	1	aggression	On forme un combat à la manière des anciens.	1	aggression	0
2622	Apercevant leurs épées nues.	0	action	Apercevant leurs épées nues.	1	aggression	0
2623	La pendule sonne six heures.	0	action	La pendule sonne six heures.	11	setting	0
2624	Avec ravissement.	3	delivery	Avec ravissement.	3	delivery	0
2625	Près de pleurer.	3	delivery	Près de pleurer.	3	delivery	0
2626	On entend un hautbois.	8	music	On entend un hautbois.	8	music	0
2627	Air : À l'ombre de ce vert bocage.	8	music	Air : À l'ombre de ce vert bocage.	11	setting	0
2628	Cordiani paraît.	4	entrance	Cordiani paraît.	4	entrance	0
2629	À la Vidame.	12	toward	À la Vidame.	2	aparte	0
2630	À Vasta.	12	toward	À Vasta.	12	toward	0
2631	On commence à chanter des couplets.	3	delivery	On commence à chanter des couplets.	8	music	0
2632	Air : Il faut aimer, c'est la loi de Cythère.	8	music	Air : Il faut aimer, c'est la loi de Cythère.	2	aparte	0
2633	Il se met l'habit.	10	object	Il se met l'habit.	0	action	0
2634	Il lit la lettre bas.	0	action	Il lit la lettre bas.	3	delivery	0
2635	Il fait le moulinet avec son épée et en fait un massacre.	1	aggression	Il fait le moulinet avec son épée et en fait un massacre.	1	aggression	0
2636	On entend dans le lointain des cris et une marche militaire.	3	delivery	On entend dans le lointain des cris et une marche militaire.	8	music	0
2637	Il demeure quelque temps sans parler.	3	delivery	Il demeure quelque temps sans parler.	9	narration	0
2638	Il fait un pas pour sortir.	7	movement	Il fait un pas pour sortir.	5	exit	0
2639	* Deux dames, Mademoiselle Kerkabon, Duménil, Mademoisolle Saint-Yves, le Huron, Kerkabon, Madame Plougoulin, Mademoiselle des Guérets, deux dames.	10	object	* Deux dames, Mademoiselle Kerkabon, Duménil, Mademoisolle Saint-Yves, le Huron, Kerkabon, Madame Plougoulin, Mademoiselle des Guérets, deux dames.	4	entrance	0
2640	Regardant Alfred.	0	action	Regardant Alfred.	6	interaction	0
2641	Lucidor arrive.	4	entrance	Lucidor arrive.	4	entrance	0
2642	À Antoinette.	12	toward	À Antoinette.	12	toward	0
2643	Il chante en se promenant :	3	delivery	Il chante en se promenant :	8	music	0
2644	Il appuie en lisant.	0	action	Il appuie en lisant.	0	action	0
2645	Air : Mon Père, je viens devant vous.	8	music	Air : Mon Père, je viens devant vous.	12	toward	0
2646	Le théâtre représente la bibliothèque d'Almaviva.	11	setting	Le théâtre représente la bibliothèque d'Almaviva.	11	setting	0
2647	AIR : On n'entend plus le bruit des armes	8	music	AIR : On n'entend plus le bruit des armes	9	narration	0
2648	[À Sarcide].	12	toward	[À Sarcide].	2	aparte	0
2649	AIR. Sans le savoir.	8	music	AIR. Sans le savoir.	2	aparte	0
2650	Elle lève ici son masque.	0	action	Elle lève ici son masque.	0	action	0
2651	- Il la regarde.	0	action	- Il la regarde.	6	interaction	0
2652	Revenant à elle.	7	movement	Revenant à elle.	7	movement	0
2653	À Madame Mondor.	12	toward	À Madame Mondor.	12	toward	0
2654	Il chante l'air en entier.	3	delivery	Il chante l'air en entier.	8	music	0
2655	Qui connait le prix des moments, va fermer la porte avec un doigt de verrous, fait un petit saut de caractère ; et sans autre préambule, dit au Vicomte.	9	narration	Qui connait le prix des moments, va fermer la porte avec un doigt de verrous, fait un petit saut de caractère ; et sans autre préambule, dit au Vicomte.	6	interaction	0
2656	Duo.	3	delivery	Duo.	6	interaction	0
2657	Il prend une autre bouteille sous la table et met celle qui est vide à la place, sans que Boileau s'en aperçoive.	10	object	Il prend une autre bouteille sous la table et met celle qui est vide à la place, sans que Boileau s'en aperçoive.	0	action	0
2658	À ses gardes.	12	toward	À ses gardes.	1	aggression	0
2659	Narbas et Euryclès s'éloignent un peu.	7	movement	Narbas et Euryclès s'éloignent un peu.	7	movement	0
2660	Le théâtre représente un salon élégant.	11	setting	Le théâtre représente un salon élégant.	11	setting	0
2661	Sortie par la droite.	5	exit	Sortie par la droite.	5	exit	0
2662	AIR. À sa voisine.	8	music	AIR. À sa voisine.	2	aparte	0
2663	Ritournelle pour le frémissement des flots.	8	music	Ritournelle pour le frémissement des flots.	8	music	0
2664	LETTRE SUPPOSÉE DE MÉLITE À PHILANDRE.	8	music	LETTRE SUPPOSÉE DE MÉLITE À PHILANDRE.	10	object	0
2665	Il goûte.	0	action	Il goûte.	0	action	0
2666	Il se retire.	5	exit	Il se retire.	5	exit	0
2667	Au Chevalier.	12	toward	Au Chevalier.	12	toward	0
2668	À Don Fernand.	12	toward	À Don Fernand.	12	toward	0
2669	À Oronte.	12	toward	À Oronte.	12	toward	0
2670	Montrant Crispin.	0	action	Montrant Crispin.	0	action	0
2671	Air : Du vaudeville de Madame Scarron.	8	music	Air : Du vaudeville de Madame Scarron.	8	music	0
2672	Montrant Trissotin.	0	action	Montrant Trissotin.	6	interaction	0
2673	Ils rient.	3	delivery	Ils rient.	0	action	0
2674	Au Crocheteur.	12	toward	Au Crocheteur.	11	setting	0
2675	Alexandre mettant la main sur son épée.	1	aggression	Alexandre mettant la main sur son épée.	1	aggression	0
2676	Air 91 : Ô gué, lon-la, lan-laire.	8	music	Air 91 : Ô gué, lon-la, lan-laire.	2	aparte	0
2677	Ils sortent tous avec le poignard sanglant à la main après avoir tué César.	5	exit	Ils sortent tous avec le poignard sanglant à la main après avoir tué César.	5	exit	0
2678	Entrée d'un Gille.	4	entrance	Entrée d'un Gille.	4	entrance	0
2679	AIR. Au bout du monde, etc.	8	music	AIR. Au bout du monde, etc.	8	music	0
2680	À Zirphée.	12	toward	À Zirphée.	12	toward	0
2681	Thésée reprend son épée. Médée continue.	10	object	Thésée reprend son épée. Médée continue.	0	action	0
2682	Avec beaucoup d'ironie.	3	delivery	Avec beaucoup d'ironie.	3	delivery	0
2683	À Venise.	11	setting	À Venise.	11	setting	0
2684	Les Osages portent d'énormes casse-têtes ; leurs cheveux peints en rouge sont entrelacés de plumes jaunes et noires. Des serpents et des peaux de tigres leurs servent de ceintures-carquois, d'écorce d'arbre, arcs et boucliers, avec la figure Dareski.	10	object	Les Osages portent d'énormes casse-têtes ; leurs cheveux peints en rouge sont entrelacés de plumes jaunes et noires. Des serpents et des peaux de tigres leurs servent de ceintures-carquois, d'écorce d'arbre, arcs et boucliers, avec la figure Dareski.	9	narration	0
2685	On frappe de nouveau.	9	narration	On frappe de nouveau.	0	action	0
2686	Il le baise encore.	6	interaction	Il le baise encore.	6	interaction	0
2687	AIR: Les Trembleurs.	8	music	AIR: Les Trembleurs.	8	music	0
2688	L'examinant encore.	0	action	L'examinant encore.	6	interaction	0
2689	Il lui ôte ses fers.	0	action	Il lui ôte ses fers.	0	action	0
2690	Regardant sa montre.	0	action	Regardant sa montre.	0	action	0
2691	Il est sur le pont de son palais.	11	setting	Il est sur le pont de son palais.	11	setting	0
2692	Huitième et dernier Couplet.	8	music	Huitième et dernier Couplet.	8	music	0
2693	Il la donne.	10	object	Il la donne.	10	object	0
2694	Adèle paraît.	4	entrance	Adèle paraît.	4	entrance	0
2695	Don Juan lui donne un soufflet.	1	aggression	Don Juan lui donne un soufflet.	1	aggression	0
